Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Nationality,Mother's qualification,Father's qualification,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Target
1,1,3,9238,1,1,1,1,1,131.4,1,0,0,1,0,0,20,0,0,6,9,5,11.8,0,0,6,7,6,11.5,0,Graduate
1,42,1,9119,1,1,1,19,37,135.0,0,0,1,1,1,0,25,0,0,5,5,0,0.0,0,2,6,7,2,14.0,0,Dropout
1,1,2,9773,1,1,1,19,19,122.8,0,0,0,1,1,0,19,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,Dropout
2,39,1,9853,1,1,1,37,19,140.0,0,0,1,1,0,1,34,0,0,6,7,6,16.142857142857142,0,0,6,10,6,16.2,0,Graduate
1,18,2,9500,1,1,1,38,37,125.3,1,0,0,1,0,1,18,0,0,8,8,7,11.785714285714286,0,0,8,8,7,11.785714285714286,0,Graduate
1,1,6,9500,1,1,1,1,1,126.3,1,0,0,1,0,1,18,0,0,8,8,8,13.42375,0,0,8,8,8,13.42375,0,Graduate
1,1,1,9670,1,1,1,38,38,100.0,0,0,0,1,0,0,20,0,0,6,8,6,12.5,0,0,6,10,5,14.166666666666666,0,Graduate
1,17,2,9500,1,1,1,19,37,121.3,1,0,0,1,0,1,20,0,0,8,8,7,12.464285714285714,0,0,8,8,7,12.464285714285714,0,Graduate
1,53,1,9991,0,1,1,38,38,135.0,0,0,1,1,0,0,23,0,6,11,18,8,12.375,0,3,9,15,5,12.6,0,Enrolled
1,39,1,9670,1,1,1,37,37,120.0,0,0,0,1,0,0,28,0,0,6,8,1,10.0,0,0,6,9,0,0.0,0,Dropout
1,17,1,9773,1,1,1,37,19,113.7,0,0,0,1,0,0,18,0,0,6,8,5,12.6,0,0,6,10,6,12.428571428571429,0,Enrolled
1,43,1,9147,1,1,1,19,38,129.7,1,0,0,1,0,0,19,0,0,5,5,5,12.6,0,0,5,6,4,12.4,0,Graduate
2,1,1,9147,1,1,1,38,37,132.1,1,0,0,1,0,0,34,0,0,5,7,2,10.0,0,0,5,6,4,12.0,0,Dropout
2,51,1,9853,1,1,1,37,37,120.3,0,0,0,1,0,0,35,0,0,7,7,0,0.0,0,0,6,0,0,0.0,0,Dropout
1,7,1,9991,0,40,1,37,37,120.0,0,0,0,1,0,0,32,0,0,5,7,5,11.6,0,0,5,8,5,12.333333333333334,0,Graduate
1,17,2,9254,1,1,1,19,19,123.1,1,0,0,1,0,0,19,0,0,6,8,6,12.166666666666666,0,0,6,6,6,13.5,0,Graduate
1,17,5,9670,1,1,1,1,19,119.4,1,0,0,1,0,0,18,0,0,6,10,4,13.6,0,0,6,7,5,12.666666666666666,0,Graduate
2,39,1,9147,1,1,1,37,37,140.0,0,0,0,0,0,0,35,0,0,5,8,4,12.5,1,0,5,8,5,11.8,0,Dropout
1,39,1,8014,0,1,1,1,12,116.5,0,0,0,1,1,1,24,0,0,6,6,4,12.25,0,0,6,10,4,11.5,0,Enrolled
1,17,1,9238,1,1,1,19,37,113.0,1,0,0,1,0,1,20,0,0,6,7,6,11.714285714285714,0,0,6,8,6,12.625,0,Graduate
1,1,3,9773,1,1,11,19,19,133.9,1,0,0,1,1,1,18,1,0,6,7,6,13.5,0,0,6,7,6,13.0,0,Graduate
1,1,3,9500,1,1,1,38,19,115.5,1,0,0,1,1,1,20,0,0,8,8,7,13.024285714285714,0,0,8,8,7,13.024285714285714,0,Graduate
1,17,5,9254,1,1,1,1,19,116.5,1,0,0,0,1,0,18,0,0,6,12,0,0.0,0,0,6,0,0,0.0,0,Dropout
1,1,1,9119,1,1,1,19,19,171.2,0,0,0,1,1,1,18,0,0,5,6,5,17.333333333333332,0,0,5,8,5,18.571428571428573,0,Graduate
1,1,1,9670,1,1,1,19,37,119.1,0,0,0,1,1,1,20,0,0,5,7,4,11.0,0,0,5,7,4,11.5,0,Graduate
1,17,2,9853,1,1,1,19,38,121.1,1,0,0,1,1,0,19,0,0,7,10,6,13.666666666666666,0,0,7,9,6,12.5,0,Dropout
1,1,2,9070,1,1,1,1,1,132.9,1,0,0,1,1,1,20,0,0,6,9,6,11.375,0,0,6,6,5,13.8,0,Enrolled
1,1,1,9238,1,1,1,19,1,132.8,0,0,0,1,1,0,19,0,0,6,6,6,12.833333333333334,0,0,6,8,6,11.833333333333334,0,Graduate
1,1,1,9773,1,1,1,36,37,126.7,1,0,0,1,1,0,20,0,0,6,9,5,12.6,0,0,6,11,4,11.5,0,Graduate
1,1,1,9500,1,1,1,19,19,105.8,1,0,0,1,1,0,22,0,0,7,8,6,14.333333333333334,0,0,8,9,7,13.771428571428572,0,Graduate
1,17,2,9119,1,1,1,1,19,117.2,0,0,0,1,1,1,18,0,0,5,8,4,13.5,0,0,6,10,6,13.625,0,Enrolled
1,1,1,9500,1,1,1,38,38,140.0,0,0,0,1,1,0,19,0,0,8,8,7,14.285714285714286,0,0,8,8,7,14.285714285714286,0,Graduate
1,44,1,9003,1,39,1,1,19,120.0,0,0,0,1,1,0,22,0,2,6,15,3,11.75,0,0,6,12,2,10.0,0,Dropout
1,17,5,9119,1,1,11,4,12,119.5,1,0,0,1,1,0,20,1,0,5,5,5,14.8,0,0,5,5,5,17.6,0,Graduate
2,39,1,9003,1,1,1,1,41,153.9,0,0,1,0,1,0,34,0,0,6,7,0,0.0,0,0,6,0,0,0.0,0,Dropout
2,39,1,8014,0,19,1,1,1,130.0,0,0,0,1,1,0,24,0,0,6,14,1,10.0,0,0,5,5,0,0.0,0,Dropout
1,39,2,9670,1,1,1,34,34,107.0,1,0,0,1,1,0,26,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,Dropout
1,39,1,9500,1,1,1,37,37,132.8,0,0,0,1,1,0,35,0,0,7,10,4,12.6,0,0,7,9,5,12.38,0,Dropout
1,1,1,9991,0,1,1,2,37,127.5,1,0,0,1,1,0,22,0,0,5,9,5,12.428571428571429,1,0,5,7,5,11.8,0,Graduate
1,18,1,9254,1,1,1,38,38,123.3,1,0,0,1,1,0,26,0,0,6,10,4,10.0,0,0,6,11,3,12.0,0,Enrolled
1,17,1,9147,1,1,1,1,19,122.0,0,0,0,1,1,0,19,0,0,5,7,3,12.333333333333334,0,0,5,5,0,0.0,0,Dropout
1,1,5,9254,1,1,1,3,19,114.8,1,0,0,0,1,0,19,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,Dropout
1,44,1,171,1,39,1,3,3,140.0,0,0,1,1,1,0,20,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,Graduate
1,51,1,9670,1,1,1,3,3,111.0,0,0,1,1,1,0,21,0,5,11,12,10,12.1,0,2,8,9,8,13.333333333333334,0,Graduate
1,1,2,9773,1,1,1,1,19,133.2,1,0,0,1,0,1,19,0,0,6,7,6,14.714285714285714,0,0,6,6,6,15.0,0,Graduate
1,1,3,9773,1,1,1,19,19,123.0,1,0,0,1,0,0,18,0,0,6,6,6,12.666666666666666,0,0,6,7,6,12.833333333333334,0,Graduate
1,53,1,9003,1,42,1,1,38,150.0,0,0,0,1,0,1,23,0,7,12,14,12,14.384615384615383,0,5,10,12,10,13.3,0,Graduate
1,17,3,9147,1,1,1,19,38,132.3,1,0,0,1,0,1,18,0,0,5,5,5,13.4,0,0,5,6,5,12.2,0,Graduate
1,18,1,9500,1,1,1,37,38,126.0,1,0,0,1,0,0,18,0,0,8,8,7,13.314285714285717,0,0,8,8,7,13.314285714285717,0,Graduate
1,1,3,9500,1,1,1,38,38,119.3,1,0,0,1,0,0,19,0,0,8,8,7,11.98857142857143,0,0,8,8,7,11.98857142857143,0,Graduate
1,53,1,9147,1,42,1,1,19,133.8,1,0,0,1,0,0,21,0,6,11,17,11,11.545454545454543,0,3,9,13,8,12.88888888888889,0,Graduate
1,1,1,9085,1,1,1,37,37,126.5,1,0,0,1,0,1,18,0,0,6,13,6,16.46153846153846,0,0,6,8,6,13.875,0,Graduate
1,1,1,9773,1,1,1,38,37,138.4,1,0,0,1,0,1,24,0,0,6,7,6,13.666666666666666,0,0,6,6,6,12.833333333333334,0,Graduate
1,1,4,9500,1,1,1,3,39,129.0,1,0,0,1,0,0,18,0,0,7,8,7,12.65,0,0,8,9,8,13.411111111111111,0,Dropout
1,1,1,9670,1,1,1,19,1,118.3,1,0,0,1,0,0,18,0,0,6,7,6,12.333333333333334,0,0,6,10,3,12.0,0,Enrolled
1,17,2,9500,1,1,1,19,37,129.8,1,0,0,1,0,0,20,0,0,7,8,6,14.37,0,0,8,10,7,14.65,0,Graduate
1,17,2,9085,1,1,1,1,19,113.6,1,0,0,1,0,0,19,0,0,5,13,3,12.0,2,0,5,8,4,11.75,0,Enrolled
1,1,5,9773,1,1,1,34,38,128.3,1,0,0,0,0,1,18,0,0,6,12,3,12.0,0,0,6,15,3,10.666666666666666,0,Dropout
1,43,1,9254,1,1,1,1,19,130.0,0,0,0,1,0,1,19,0,0,6,11,4,12.0,0,0,6,14,3,11.0,0,Dropout
1,17,2,9853,1,1,1,1,38,121.9,1,0,0,1,0,0,19,0,0,6,10,5,12.6,0,0,6,7,5,11.2,0,Graduate
1,1,5,9238,1,3,1,1,38,129.4,0,0,1,1,0,0,18,0,0,6,6,6,12.166666666666666,0,0,6,6,6,12.333333333333334,0,Graduate
1,1,2,9853,1,1,1,19,1,115.3,1,0,0,1,0,0,20,0,0,7,8,6,13.5,0,0,7,8,6,14.0,0,Enrolled
1,1,5,9500,1,1,1,38,38,125.5,1,0,0,1,0,1,18,0,0,8,8,8,13.76375,0,0,8,8,8,13.76375,0,Graduate
1,17,6,9556,1,1,1,38,38,117.8,1,0,0,1,0,1,19,0,0,7,11,6,12.4,0,0,7,8,6,12.8,0,Graduate
1,17,3,9147,1,1,1,3,38,118.7,1,0,0,1,0,0,18,0,0,5,16,4,10.666666666666666,0,0,5,11,2,12.0,0,Enrolled
1,1,2,9500,1,1,1,37,37,139.0,1,0,0,1,0,0,18,0,0,7,7,6,14.333333333333334,0,0,7,7,6,14.333333333333334,0,Graduate
1,1,1,9085,1,1,1,1,37,98.9,1,0,0,1,0,0,21,0,0,6,12,4,12.5,0,0,6,13,2,12.666666666666666,0,Enrolled
1,17,1,9254,1,1,1,34,38,137.7,1,0,1,0,0,0,19,0,0,6,14,1,10.0,0,0,6,13,0,0.0,0,Dropout
1,1,4,9500,1,1,1,1,1,113.6,1,0,0,1,0,0,21,0,0,7,8,7,14.69625,0,0,8,9,8,14.622222222222224,0,Graduate
1,1,1,9085,1,1,1,4,1,113.4,0,0,0,1,0,0,18,0,0,6,14,4,11.5,0,0,6,17,3,13.75,0,Enrolled
1,17,3,9556,1,1,1,19,38,128.5,0,0,0,1,0,1,18,0,0,7,9,7,12.855555555555556,0,0,8,8,8,13.9125,0,Graduate
1,1,1,9500,1,1,1,1,1,142.8,0,0,0,1,0,0,18,0,0,7,7,7,13.7,0,0,8,9,8,13.994444444444444,0,Graduate
1,1,1,9130,1,1,1,3,1,137.7,0,0,0,0,0,0,23,0,0,5,9,0,0.0,3,1,5,10,1,12.0,3,Dropout
1,1,1,9238,1,1,1,19,37,103.5,1,0,0,1,0,0,20,0,0,6,13,3,11.2,0,0,6,9,4,12.0,0,Enrolled
1,1,1,9500,1,1,1,38,38,123.2,0,0,0,1,0,0,18,0,0,7,7,7,13.285714285714286,0,0,8,9,8,13.333333333333334,0,Graduate
1,17,2,9853,1,1,1,1,19,126.0,1,0,0,1,0,0,19,0,0,6,9,5,13.0,0,0,6,8,5,10.4,0,Enrolled
1,39,1,9500,1,1,1,1,38,121.7,0,0,0,1,0,1,27,0,0,7,8,6,12.6,0,0,7,9,6,11.685714285714283,0,Enrolled
1,17,1,9147,1,1,1,37,37,142.8,1,0,1,0,0,1,19,0,0,5,5,5,12.8,0,0,5,5,4,12.0,0,Enrolled
1,43,1,9130,1,1,1,1,19,120.0,1,0,0,1,0,0,21,0,0,6,14,5,11.5,1,0,6,13,5,11.0,1,Dropout
1,18,1,9500,1,1,1,37,38,119.3,1,0,0,1,0,1,19,0,0,8,8,7,11.4,0,0,8,8,7,11.4,0,Graduate
1,44,1,9238,1,1,1,37,37,121.0,0,0,0,1,0,1,21,0,3,6,6,6,12.333333333333334,0,2,6,8,6,11.333333333333334,0,Graduate
1,1,5,9773,1,1,1,19,19,139.4,1,0,0,1,0,0,18,0,0,6,7,5,12.8,0,0,6,10,4,12.2,0,Graduate
1,17,1,9085,1,1,1,19,38,113.9,1,0,0,1,0,1,20,0,0,5,8,5,12.0,1,0,5,8,4,15.0,1,Graduate
1,1,1,9853,1,1,1,37,37,124.6,1,0,0,1,0,1,18,0,0,6,8,5,13.0,0,0,6,9,5,13.5,0,Graduate
1,17,1,9070,1,1,1,1,1,123.8,1,0,1,0,0,1,18,0,0,6,6,6,11.833333333333334,0,0,6,8,6,11.0,0,Dropout
1,1,3,9085,1,1,1,1,3,126.3,1,0,0,1,0,0,18,0,0,6,8,6,14.0,0,0,6,9,6,13.333333333333334,0,Graduate
1,17,4,9773,1,1,1,1,1,120.4,1,0,0,1,0,1,18,0,0,6,6,6,12.333333333333334,0,0,6,6,6,13.5,0,Graduate
1,1,3,9500,1,1,1,1,1,120.5,1,0,0,1,0,1,19,0,0,7,10,5,13.04,0,0,7,7,7,12.5,0,Enrolled
1,53,1,9085,1,42,1,19,38,144.9,1,0,1,0,0,0,23,0,7,11,18,11,13.166666666666666,0,4,9,15,8,13.333333333333334,0,Enrolled
1,39,1,9085,1,19,1,19,19,139.9,1,0,0,1,0,1,24,0,1,6,7,6,12.5,0,0,6,11,6,12.833333333333334,0,Graduate
1,1,1,171,1,1,1,1,1,133.3,1,0,0,1,0,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,Graduate
1,1,3,9500,1,1,1,19,19,126.0,1,0,0,1,0,0,18,0,0,8,8,7,15.657142857142857,0,0,8,8,7,15.657142857142857,0,Graduate
1,1,2,9070,1,1,1,1,19,133.5,0,0,0,1,0,0,19,0,0,6,6,6,12.166666666666666,0,0,6,6,6,11.333333333333334,0,Graduate
1,17,2,9853,1,1,1,38,19,127.9,1,0,0,1,0,0,19,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,Dropout
1,1,1,9238,1,1,1,1,38,105.9,0,0,0,1,0,1,20,0,0,6,11,5,10.6,0,0,6,9,5,11.166666666666666,0,Enrolled
1,1,1,9085,1,1,1,1,12,124.3,0,0,0,1,0,0,20,0,0,6,10,6,13.428571428571429,0,0,6,11,5,12.666666666666666,0,Enrolled
1,39,1,9773,1,1,1,34,37,102.5,0,0,0,1,0,0,26,0,0,6,8,4,11.75,0,0,6,12,0,0.0,0,Dropout
1,39,1,9254,1,19,1,19,1,97.0,0,0,1,0,1,0,36,0,0,5,10,0,0.0,0,0,5,5,0,0.0,0,Dropout
1,17,1,171,1,1,1,1,1,134.7,0,0,0,0,1,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,Dropout
1,42,1,9119,1,1,1,19,37,113.8,0,0,0,0,1,0,27,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,Dropout
1,1,4,9119,1,1,1,3,1,116.9,0,0,0,1,1,0,18,0,0,5,9,1,13.0,0,0,5,5,0,0.0,0,Dropout
1,1,4,9500,1,1,1,37,38,124.0,1,0,0,1,1,1,18,0,0,8,8,7,13.331428571428573,0,0,8,8,7,13.331428571428573,0,Graduate
1,39,1,9070,1,1,1,38,38,117.5,0,0,0,1,1,0,28,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,Dropout
1,44,1,171,1,39,1,19,1,154.8,1,0,0,1,1,0,21,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,Graduate
1,1,1,9500,1,1,1,19,37,141.0,0,0,0,1,1,0,19,0,0,7,7,6,13.7,0,0,7,7,6,13.7,0,Graduate
1,39,1,9670,1,9,1,6,22,120.0,0,0,1,0,1,0,26,0,0,5,5,0,0.0,0,0,5,5,0,0.0,5,Dropout
1,51,1,9119,1,1,1,1,19,133.6,1,0,0,1,1,0,20,0,4,9,12,9,13.454545454545457,0,2,7,9,6,13.875,0,Dropout
1,1,6,9500,1,1,1,38,38,122.0,1,0,0,1,1,0,19,0,0,8,8,7,12.2,0,0,8,8,7,12.2,0,Graduate
1,1,1,9147,1,1,1,19,19,120.0,1,0,0,1,1,0,21,0,0,5,8,3,10.0,0,0,5,10,4,11.0,0,Dropout
1,53,1,9670,1,42,1,1,19,114.2,0,0,0,1,1,1,23,0,0,6,7,5,13.0,0,0,6,7,6,12.857142857142858,0,Graduate
1,39,1,8014,0,38,1,38,37,95.5,0,0,0,1,1,0,29,0,0,6,11,6,12.0,0,0,6,6,6,14.0,0,Graduate
1,1,1,9500,1,1,1,1,1,120.0,0,0,0,1,1,0,20,0,0,8,8,7,15.028571428571428,0,0,8,8,7,15.028571428571428,0,Graduate
1,1,1,9238,1,1,1,1,19,111.1,0,0,0,1,1,0,18,0,0,6,8,6,12.0,0,0,6,7,6,11.714285714285714,0,Graduate
1,1,1,9773,1,1,1,1,38,128.6,1,0,0,1,1,0,19,0,0,6,8,5,12.0,0,0,6,8,5,12.4,0,Graduate
1,7,1,9556,1,3,1,1,37,130.0,0,0,0,0,1,0,23,0,3,7,7,3,13.666666666666666,0,3,8,8,3,11.333333333333334,4,Dropout
1,1,1,171,1,1,1,38,1,111.1,0,0,0,1,1,0,21,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,Dropout
1,17,1,9147,1,1,1,1,1,122.7,1,0,0,1,1,0,18,0,0,5,6,5,12.0,0,0,5,7,4,12.5,0,Enrolled
1,1,1,171,1,1,1,37,19,134.4,1,0,0,1,1,1,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,Graduate
1,1,5,9070,1,1,1,19,37,131.0,1,0,1,0,1,0,21,0,0,6,6,1,14.0,0,0,6,7,0,0.0,7,Dropout
1,51,1,9238,1,1,1,1,1,125.0,0,0,0,1,1,0,22,0,0,6,6,0,0.0,0,0,6,7,0,0.0,0,Dropout
1,18,1,9556,1,1,1,3,19,106.0,1,0,0,1,1,0,21,0,0,7,8,7,12.375,0,0,7,11,5,12.583333333333334,0,Graduate
1,39,1,9500,1,1,1,38,19,128.0,1,0,0,0,1,0,32,0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,Dropout
1,7,1,9003,1,3,1,1,19,120.0,1,0,0,1,1,0,27,0,14,18,21,18,11.421052631578949,0,10,13,16,13,11.076923076923077,1,Graduate
1,1,1,9500,1,1,1,19,38,134.8,1,0,0,1,1,0,18,0,0,7,7,6,13.35,0,0,7,7,6,13.35,0,Graduate
1,39,1,9070,1,1,1,1,1,112.0,1,0,0,1,1,1,24,0,0,6,6,6,15.0,0,0,6,6,2,16.0,0,Graduate
1,1,1,9130,1,1,1,19,37,116.1,1,0,0,1,1,0,22,0,0,5,9,2,10.5,0,0,5,5,0,0.0,0,Dropout
1,43,1,9130,1,1,1,2,3,120.0,1,0,0,0,1,0,22,0,0,6,0,0,0.0,0,0,4,6,0,0.0,2,Dropout
1,1,3,9147,1,1,1,37,37,119.7,1,0,0,1,1,0,19,0,0,5,8,5,13.25,0,0,5,6,5,11.833333333333334,0,Graduate
1,17,6,9119,1,1,1,37,13,117.1,1,0,0,1,1,0,19,0,0,5,10,0,0.0,0,0,5,5,0,0.0,0,Dropout
1,1,2,9085,1,1,1,1,19,112.4,1,0,0,1,1,0,21,0,0,5,7,4,11.5,0,0,5,15,3,10.6,4,Enrolled
1,1,2,9500,1,1,1,1,1,131.0,1,0,0,1,0,1,18,0,0,8,8,8,13.88125,0,0,8,8,8,13.88125,0,Graduate
1,1,2,9254,1,1,1,3,19,130.9,1,0,0,1,0,0,18,0,0,6,8,6,11.333333333333334,0,0,6,8,5,12.6,0,Graduate
1,1,1,171,1,1,1,19,19,134.9,1,0,1,1,0,0,20,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,Dropout
1,17,1,9238,1,1,1,1,19,127.1,1,0,0,1,0,0,19,0,0,6,7,6,12.857142857142858,0,0,6,7,6,13.666666666666666,0,Graduate
1,17,5,9773,1,1,1,38,38,110.2,1,0,1,1,0,0,19,0,0,6,6,5,11.6,0,0,6,6,6,12.5,0,Graduate
1,17,1,9254,1,1,1,12,1,108.7,1,0,0,1,0,1,18,0,0,6,9,5,11.4,0,0,6,6,6,11.333333333333334,0,Graduate
1,1,1,9130,1,1,1,1,1,138.0,1,0,0,1,0,0,20,0,0,6,11,6,13.333333333333334,0,0,6,10,6,13.0,0,Enrolled
1,44,1,9070,1,39,1,12,37,147.7,0,0,1,1,0,1,22,0,2,7,7,7,13.571428571428571,0,5,9,9,9,13.77777777777778,0,Graduate
2,39,1,9556,1,19,1,37,38,123.0,0,0,0,1,0,0,31,0,0,7,13,6,11.833333333333334,0,0,7,8,7,12.228571428571428,0,Graduate
1,17,1,9853,1,1,1,19,19,142.8,0,0,0,1,0,1,19,0,0,7,7,7,14.428571428571429,0,0,7,7,7,14.142857142857142,0,Graduate
1,1,2,171,1,1,1,1,3,138.3,1,0,0,1,0,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,Enrolled
1,1,2,9254,1,1,1,38,38,125.2,1,0,0,1,0,1,18,0,0,6,8,6,12.285714285714286,0,0,6,9,5,12.4,0,Graduate
1,1,1,9085,1,1,1,12,1,141.8,0,0,0,1,0,0,21,0,0,5,7,5,14.4,0,0,5,5,5,13.8,0,Graduate
1,17,5,9500,1,1,1,38,1,130.6,1,0,0,1,0,1,18,0,0,7,8,7,13.15,0,0,8,9,8,15.06875,0,Graduate
1,44,1,9147,1,39,22,2,37,130.0,0,0,1,0,1,0,25,1,0,5,6,0,0.0,0,0,5,5,0,0.0,0,Dropout
1,15,1,9119,1,1,41,1,3,100.0,0,0,1,1,1,0,21,1,0,5,5,0,0.0,0,0,6,8,0,0.0,0,Dropout
1,18,2,9500,1,1,1,38,37,119.0,1,0,0,1,0,1,19,0,0,8,8,7,12.342857142857143,0,0,8,8,7,12.342857142857143,0,Graduate
1,1,2,9773,1,1,1,38,1,124.3,1,0,0,1,0,0,19,0,0,6,6,5,12.2,0,0,6,7,5,10.8,0,Enrolled
1,17,1,9254,1,1,1,11,34,122.2,1,0,0,1,0,0,22,0,0,6,10,4,10.5,0,0,6,14,1,11.0,0,Dropout
1,15,1,9147,1,1,1,38,1,150.0,0,0,0,1,1,0,19,0,0,5,5,5,10.6,0,0,5,8,5,11.6,0,Graduate
1,39,1,8014,0,19,1,37,37,135.5,0,0,0,1,0,0,58,0,0,6,6,0,0.0,0,0,6,6,0,0.0,0,Dropout
1,16,2,9238,1,1,1,19,37,127.3,1,0,0,1,0,1,19,0,0,6,8,4,11.25,0,0,6,6,6,12.0,0,Graduate
1,43,1,9670,1,1,22,37,37,127.0,1,0,0,1,1,0,23,1,3,9,11,6,10.5,0,4,10,10,10,11.7,0,Graduate
1,1,2,9773,1,1,1,37,37,126.9,1,0,0,1,0,1,19,0,0,6,11,4,11.0,0,0,6,11,3,11.666666666666666,0,Enrolled
1,18,3,9500,1,1,1,19,1,127.5,1,0,0,1,0,0,18,0,0,7,7,7,13.457142857142856,0,0,8,8,8,14.5125,0,Graduate
1,1,2,9085,1,1,1,19,19,122.0,0,0,0,1,0,0,20,0,0,5,6,5,12.6,0,0,5,8,4,12.333333333333334,0,Graduate
1,17,5,9085,1,1,1,19,19,115.8,0,0,0,0,0,0,18,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,Dropout
1,17,1,9670,1,1,1,3,19,121.6,0,0,0,1,0,0,18,0,0,6,6,6,13.666666666666666,0,0,6,8,5,13.6,0,Graduate
1,17,4,9147,1,1,1,19,19,116.4,1,0,1,1,0,1,18,0,0,5,5,5,11.6,0,0,5,5,5,11.8,0,Graduate
1,39,1,9130,1,1,1,38,38,120.0,0,0,0,1,0,0,24,0,0,6,9,6,12.571428571428571,0,0,6,10,5,12.833333333333334,0,Dropout
1,17,4,9853,1,1,1,37,37,127.3,1,0,0,1,0,0,18,0,0,6,7,5,11.8,0,0,6,7,5,11.4,0,Dropout
1,1,3,9147,1,1,1,1,38,123.5,1,0,0,1,0,1,19,0,0,5,5,5,11.6,0,0,5,11,3,12.666666666666666,0,Enrolled
1,17,3,9238,1,1,1,19,38,125.6,1,0,0,1,0,1,19,0,0,6,8,6,11.333333333333334,0,0,6,6,6,11.833333333333334,0,Graduate
1,1,1,9254,1,1,1,38,38,118.5,1,0,0,1,0,0,18,0,0,6,6,6,10.666666666666666,0,0,6,6,6,11.5,0,Graduate
1,1,2,9130,1,1,1,19,37,129.5,1,0,0,1,0,0,18,0,0,5,10,4,13.5,1,0,5,5,5,13.4,0,Enrolled
1,1,1,171,1,1,1,19,19,134.6,1,0,0,1,0,1,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,Graduate
1,44,1,9085,1,1,1,4,4,140.0,0,0,0,1,0,0,22,0,2,6,9,6,13.333333333333334,0,1,6,9,4,11.5,0,Graduate
1,1,1,9254,1,1,1,2,37,133.2,1,0,0,1,0,0,19,0,0,6,9,5,13.4,0,0,6,16,2,13.5,0,Enrolled
3,17,1,9238,1,1,1,37,37,133.5,1,0,0,1,0,1,21,0,0,6,8,3,10.2,0,0,6,13,4,12.25,0,Enrolled
1,17,1,9773,1,1,1,19,38,117.9,1,0,0,1,0,1,21,0,0,6,6,5,13.0,0,0,6,7,6,12.833333333333334,0,Graduate
1,1,3,9500,1,1,1,38,38,128.0,1,0,0,1,0,1,18,0,0,8,11,7,12.90857142857143,0,0,8,11,7,12.90857142857143,0,Graduate
1,1,5,9853,1,1,1,1,12,113.2,1,0,0,1,0,0,20,0,0,6,12,4,12.0,0,0,6,11,1,10.0,0,Dropout
1,1,3,9254,1,1,1,37,38,122.0,1,0,0,1,0,1,18,0,0,6,9,6,10.833333333333334,0,0,6,8,5,11.0,0,Enrolled
1,16,3,9070,1,1,1,1,38,156.9,1,0,0,1,0,0,19,0,0,6,6,6,15.333333333333334,0,0,6,9,6,15.833333333333334,0,Graduate
1,1,2,9500,1,1,1,1,38,125.1,1,0,0,1,0,1,18,0,0,7,9,6,12.816666666666668,0,0,8,11,6,12.875,0,Enrolled
1,15,1,9147,1,1,41,41,1,100.0,0,0,1,0,1,0,26,1,6,7,7,6,13.0,0,2,6,6,2,14.0,0,Dropout
1,15,1,9119,1,1,32,1,3,160.0,0,0,1,1,0,0,19,1,0,6,11,2,13.5,1,0,5,11,2,11.0,0,Enrolled
2,39,1,8014,0,1,1,37,37,101.0,0,0,0,1,0,0,35,0,0,6,7,6,12.5,0,0,6,6,6,12.166666666666666,0,Graduate
1,18,1,9670,1,1,1,1,1,121.5,1,0,0,1,0,1,19,0,0,6,7,6,13.0,0,0,6,6,6,14.333333333333334,0,Graduate
1,1,1,9085,1,1,1,38,37,126.8,1,0,0,1,1,0,18,0,0,5,6,4,11.75,0,0,5,10,5,12.571428571428571,1,Graduate
1,1,5,9670,1,1,1,19,19,132.9,0,0,0,1,1,0,19,0,0,5,5,4,12.5,0,0,5,5,4,14.25,0,Graduate
1,1,1,171,1,1,1,1,1,134.3,1,0,0,1,1,0,25,0,16,17,19,17,11.61111111111111,0,14,17,22,17,12.055555555555555,0,Graduate
1,17,6,9254,1,1,1,1,1,120.5,1,0,0,1,1,0,18,0,0,6,6,6,14.0,0,0,6,6,6,14.666666666666666,0,Graduate
